0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T2,1,1,0,0,0,0,1,1,0,ST,0,0,0,0,0,0,0,0,0,0,0,P1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,P7,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,6,6,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,6,6,M,6,P1,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,T2,1,0,M,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,6,6,6,6,0,0,0,0,0,0,0,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,M,1,1,1,1,1,0,0,B,6,6,6,0,T,6,0,6,6,6,T6,6,6,6,0,6,0,6,6,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,X1,1,1,0,1,1,1,M,1,1,1,0,5,0,6,0,6,0,0,0,6,0,0,0,0,0,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,P6,1,M,0,1,1,0,T2,1,1,0,1,1,0,1,1,1,0,1,0,0,5,5,5,0,0,0,0,0,6,6,0,0,0,0,6,6,6,6,6,B,6,6,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,T2,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,5,T2,0,P2,0,P2,6,6,0,0,0,0,0,6,M,6,0,6,6,6,6,6,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,M,0,0,0,0,0,T,0,5,0,0,0,0,0,0,0,0,0,0,b,0,5,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,5,0,0,0,0,0,0,5,5,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,T2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,M,5,0,0,0,0,0,0,0,5,0,6,T2,6,6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,P6,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,5,0,5,0,0,0,5,0,5,5,P3,0,0,0,0,0,0,0,0,5,6,5,6,6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,2,0,0,M,1,1,T2,0,0,1,0,0,0,P4,5,5,5,5,0,5,5,5,T,0,5,0,0,0,P3,5,0,5,5,5,T5,5,5,5,6,5,0,5,5,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,T2,2,0,0,1,0,0,1,1,T2,0,0,0,5,5,5,5,5,b,5,5,5,5,5,0,0,0,0,0,0,5,0,0,0,0,6,5,5,5,5,5,5,5,5,0,0,0,0,0
0,0,0,0,M,0,2,2,T2,2,2,2,2,0,0,0,T2,1,1,1,0,0,P4,0,5,5,M,5,5,0,5,T2,5,5,0,0,0,0,0,0,5,5,0,0,0,6,5,5,5,5,5,L,5,5,0,0,0,0,0,0
0,0,0,0,2,2,L,2,2,2,2,M,2,2,0,0,1,1,0,0,1,1,0,0,5,5,5,5,5,0,0,5,0,0,6,0,0,T,5,5,0,0,0,0,6,5,5,5,6,5,5,5,5,5,0,0,0,0,0,0
0,0,0,0,0,2,2,2,2,T2,2,2,0,0,0,0,1,0,1,1,M,0,0,0,5,5,5,5,5,0,0,0,0,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,5,5,5,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,M,2,2,0,0,0,0,T2,2,2,Z1,1,1,0,0,0,0,P5,5,0,5,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,0,6,6,5,5,5,5,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,T,0,0,0,M,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,0,4,4,6,6,5,5,T5,5,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,M,2,2,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,4,6,6,T2,5,5,5,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,T2,2,P5,2,0,2,0,0,0,0,T,6,0,0,6,6,6,6,6,6,6,6,6,6,4,4,6,4,5,5,5,5,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,M,2,T2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,T2,3,M,0,6,6,6,6,6,6,6,6,6,0,6,6,6,4,6,4,6,4,4,5,5,5,5,4,0,0,0,0,0
0,0,0,0,0,0,0,0,T2,2,2,2,2,2,2,2,T2,2,2,T2,2,M,2,T2,2,2,3,3,3,0,0,6,6,6,6,6,6,6,6,6,6,4,4,4,0,4,0,M,4,4,4,4,4,4,4,0,0,0,0,0
0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,X2,3,3,3,3,3,0,6,6,6,6,5,6,6,6,6,6,4,0,0,0,5,5,4,4,4,4,4,4,4,4,0,0,0,0
0,0,0,0,0,0,2,2,2,2,2,2,2,T,2,2,2,2,2,2,2,2,T2,2,3,3,T2,3,0,T2,3,0,0,6,0,5,5,5,0,6,4,4,5,0,0,5,T2,4,4,4,4,4,4,4,4,0,0,0,0,0
0,0,0,0,0,0,2,2,3,X2,3,2,T2,2,2,2,T2,2,2,M,2,2,2,2,3,0,3,0,3,3,3,0,6,0,6,6,5,5,5,4,5,5,0,0,5,5,5,4,5,4,4,4,4,4,0,0,0,0,0,0
0,0,0,0,0,M,3,3,0,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,0,0,3,0,3,G,3,0,6,6,6,6,5,5,5,5,5,0,5,5,5,5,5,5,5,4,4,4,4,0,0,0,0,0,0,0
0,0,0,0,0,3,0,0,3,0,M,0,0,3,3,2,2,2,2,T2,2,2,2,3,0,3,3,0,0,3,0,0,6,6,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,0,0,0,0,0,0,0
0,0,0,0,3,3,3,3,3,3,3,3,3,0,3,T2,2,2,2,2,2,M,2,3,0,3,3,0,0,0,0,0,5,5,0,0,0,5,5,L,5,5,5,5,T5,5,5,5,5,4,4,4,0,5,5,0,0,0,0,0
0,0,0,0,3,G,3,3,3,3,3,T2,3,0,3,3,2,2,M,2,2,2,2,3,0,3,3,3,3,0,5,5,6,6,0,T,3,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,4,5,5,0,0,0,0,0
0,0,0,0,3,3,0,3,T3,3,3,3,3,M,0,3,3,2,2,2,2,2,2,3,3,M,3,3,3,3,3,0,0,0,T2,3,3,5,5,5,5,5,5,5,5,5,5,5,0,4,4,T,0,0,4,0,0,0,0,0
0,0,0,0,3,T2,3,0,3,3,M,3,3,3,3,0,3,2,2,2,2,2,2,T2,3,0,3,g,3,3,3,0,0,3,3,3,0,5,5,5,5,5,5,5,5,5,5,5,4,0,0,0,4,4,T4,4,0,0,0,0
0,0,0,0,0,3,P7,0,0,3,0,3,T2,3,3,0,3,2,2,2,2,2,2,2,3,0,3,3,3,3,0,0,0,3,0,3,0,5,5,5,5,5,0,5,5,5,0,0,4,4,4,4,4,4,4,4,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,3,3,2,2,2,2,T2,2,3,0,3,3,3,3,0,0,0,g,0,3,0,0,0,5,4,4,4,4,4,0,4,4,4,4,T2,4,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,T2,0,3,T2,2,2,2,2,2,3,T2,3,3,3,3,4,0,T2,0,4,3,3,0,4,4,T2,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,M,3,T2,3,3,3,0,3,3,2,M,2,3,3,0,0,3,3,3,3,X3,4,0,4,3,4,0,3,4,4,4,4,4,M,4,4,T2,4,4,4,4,4,4,4,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,3,3,3,T2,0,3,3,3,3,3,3,3,3,3,0,3,T2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,3,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,T3,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0
0,0,0,0,0,0,0,0,T2,3,0,3,3,3,0,T2,3,3,0,3,3,3,0,3,3,3,0,0,T2,3,3,3,0,0,0,0,0,4,4,4,4,4,4,4,T4,4,4,4,4,4,4,4,0,4,T2,4,0,0,0,0
0,0,0,0,0,0,0,0,3,3,M,3,T2,3,0,3,0,0,3,3,3,3,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,4,0,0,0,0
0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,3,3,3,T2,3,3,0,0,T,3,3,3,3,3,3,0,0,0,0,0,0,4,4,4,M,4,4,4,4,4,4,M,4,4,4,4,4,4,4,0,0,0,0,0
