0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,T,6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,M,2,2,2,2,2,2,0,T2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,2,2,T,2,2,M,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,T2,1,1,1,1,1,1,1,T2,1,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,M,2,T2,0,0,1,0,0,0,0,0,0,1,1,1,1,1,M,1,1,1,1,1,1,0,0,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,2,2,2,T2,2,2,2,2,2,2,2,2,0,P1,1,M,0,0,0,0,T2,1,M,1,1,1,1,1,1,1,1,1,ST,0,0,6,6,6,6,B,6,6,6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,T2,2,M,2,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,0,1,1,1,1,T2,0,0,1,1,1,1,1,1,0,0,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,2,2,2,M,2,2,T2,2,2,T2,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,T2,0,0,0,0,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,T2,2,2,2,2,2,2,2,2,0,1,1,X1,1,M,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,P2,2,2,T2,2,2,2,T,2,T2,2,2,M,2,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,6,6,0,4,0,0,0,0,0,0,0,0,0
0,0,0,0,2,2,2,2,T2,2,2,2,2,2,2,2,2,2,0,1,1,1,0,0,0,T2,1,M,1,1,1,0,1,1,1,M,1,1,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,M,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,T2,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,2,2,T2,2,2,M,2,2,T2,2,2,0,0,0,0,0,0,0,0,1,1,1,B1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,1,1,1,M,1,T2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,2,T2,2,2,2,2,2,2,M,2,0,0,P1,3,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,P3,2,2,2,2,2,2,2,2,2,2,2,2,T2,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,4,4,M,4,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,T2,0,2,0,2,2,2,2,2,2,2,0,3,3,M,3,3,T2,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T2,2,2,2,2,2,2,B2,3,3,3,3,3,3,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,P3,4,0,0,0,0,0,0,2,2,T2,2,2,2,0,0,3,3,3,3,3,0,0,0,0,0,0,0,4,4,4,M,4,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,G,0,M,2,2,T2,2,M,0,3,3,M,3,3,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,4,4,T2,4,4,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,3,3,0,0,2,2,2,2,2,0,3,3,3,T2,3,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0
0,0,0,0,0,0,0,T,4,4,4,4,4,4,4,0,0,3,T2,0,0,2,2,T2,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4,4,4,T2,4,4,4,4,0,0,3,3,Z2,2,2,0,3,3,3,3,3,3,0,3,3,3,T2,3,3,3,0,4,T2,4,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,M,4,4,4,4,3,0,0,M,0,T2,3,3,3,3,3,3,3,M,3,3,3,g,3,0,4,4,4,4,0,0,0,0,0,0,0,4,M,4,4,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,0,0,3,3,0,T,0,3,3,3,3,3,3,T2,3,3,3,3,3,3,3,0,0,4,4,4,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,T2,0,M,3,3,3,0,g,3,3,M,3,3,3,3,3,3,3,3,3,3,3,3,0,4,4,4,4,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,T2,3,0,0,3,3,T2,3,3,3,3,3,3,3,3,3,3,3,3,3,M,3,3,3,3,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4,T4,4,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,T2,3,3,T,3,3,T2,3,3,3,3,T2,3,0,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4,4,4,0,3,g,3,3,3,3,T3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,4,T2,4,4,T4,4,4,4,T,4,4,T2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,3,3,3,3,3,3,3,3,T2,3,3,0,3,3,3,3,3,T2,3,3,3,3,B3,3,3,3,0,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,3,T2,3,3,3,3,3,3,0,0,6,0,3,M,3,3,3,3,3,3,0,5,0,3,3,M,0,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4,4,T2,4,0,0,0,3,3,3,M,3,3,3,3,0,T,6,0,0,3,3,3,3,3,3,3,0,5,5,0,0,3,T2,0,0,4,0,T2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,T,3,3,3,3,3,3,3,0,6,6,6,0,3,3,3,3,T3,3,3,0,5,T2,5,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,3,3,3,3,T2,3,3,B3,0,6,6,6,0,T2,3,3,3,3,3,0,5,5,5,5,0,0,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,3,3,3,3,3,3,3,0,0,6,6,6,0,0,3,3,3,3,3,T2,0,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,T2,0,0,0,4,T4,4,4,0,0,0,0,0,3,3,T3,3,3,3,3,0,P4,6,6,6,6,0,3,3,T2,3,3,3,0,5,5,T5,5,5,5,5,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0
0,0,0,0,4,4,4,4,4,4,4,0,0,0,0,0,0,0,3,3,3,3,0,0,6,6,6,6,6,6,6,0,3,3,3,3,3,0,0,5,5,5,5,5,5,5,5,5,5,5,5,b,5,0,0,0,0,0,0,0
0,0,0,0,4,4,4,4,4,4,4,0,0,0,0,0,0,0,3,3,T2,3,0,6,6,T6,6,6,6,6,6,0,0,3,3,M,3,3,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0
0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,3,3,3,3,3,0,6,6,0,0,0,6,M,6,0,3,3,3,3,3,0,5,5,5,5,5,M,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0
0,0,0,T,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,6,6,6,6,6,0,3,3,g,3,3,0,5,5,5,5,5,5,5,5,5,T2,5,5,5,0,0,0,0,0,0,0
0,0,0,0,0,4,4,4,4,4,M,4,4,4,P2,0,0,0,0,3,3,3,T2,3,3,G,0,6,6,6,6,6,6,0,0,3,3,3,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,T,0,0,0,0,0,0
0,0,0,0,0,0,0,4,4,4,4,4,4,4,0,0,0,0,0,3,3,3,3,3,3,3,0,6,0,0,0,6,6,6,0,3,3,3,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0
