0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,0,0,0,0,3,T2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,G,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P2,3,0,0,3,0,3,0,0,3,T,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,T2,0,3,0,0,0,0,0,0,0,0,0,0,3,T2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,3,T2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,G,0,0,0,0,0,3,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,3,M,0,3,3,3,0,0,0,0,0,0,3,0,3,3,3,3,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,T2,3,3,3,3,3,0,3,3,3,0,3,0,T3,0,3,3,3,M,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,0,T3,0,0,3,3,0,3,T2,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,3,0,3,3,3,0,0,3,3,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,5,5,5,5,5,0,M,0,6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,3,T2,3,3,0,0,3,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,5,0,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,3,0,3,3,3,3,M,0,0,0,0,0,0,0,0,5,5,5,5,T5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,0,3,3,0,0,0,0,0,0,0,0,T2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,T,5,5,5,5,5,5,b,6,6,6,0,0,0,0,0,0
0,0,0,0,0,0,P5,0,3,3,0,3,0,3,0,0,3,3,0,0,0,0,0,0,5,5,5,5,5,5,5,M,5,5,5,5,5,5,L,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,0,0,0,0,0
0,0,0,0,0,0,3,0,3,3,M,3,3,3,3,3,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,L,5,5,6,6,6,6,0,0,0,0,0
0,0,0,0,0,0,3,0,3,0,3,0,3,0,3,3,0,0,0,0,5,5,5,5,5,5,T5,5,5,5,5,5,5,5,5,T,5,5,5,5,6,6,6,5,B,5,5,5,5,5,5,6,6,6,6,T,0,0,0,0
0,0,0,0,0,3,0,0,3,0,3,0,3,3,3,0,0,0,T,5,5,5,5,b,5,5,5,5,5,5,5,5,4,4,5,6,6,5,5,5,6,6,6,6,6,5,5,5,5,5,5,6,6,6,6,0,0,0,0,0
0,0,0,0,0,3,0,0,3,0,3,0,3,g,3,0,0,0,5,5,5,5,5,5,5,5,5,5,4,T2,5,4,4,4,4,6,6,4,4,4,4,T2,6,6,6,6,5,5,5,5,6,6,6,6,6,0,0,0,0,0
0,0,0,0,0,3,0,0,3,3,3,3,3,3,0,0,0,5,5,5,M,5,5,5,4,4,4,4,4,4,4,T,4,4,4,6,4,6,4,6,6,4,6,6,6,6,4,5,6,5,6,6,T6,6,6,0,0,0,0,0
0,0,0,0,0,3,0,0,3,T2,3,0,3,3,0,0,5,5,5,5,5,5,5,5,4,T,4,4,4,4,4,4,4,4,4,T4,4,6,4,4,6,6,4,4,4,6,4,6,6,6,6,6,6,6,0,0,0,0,0,0
0,0,0,0,T2,3,0,3,3,0,3,3,3,3,0,T2,3,5,5,5,5,5,4,5,5,4,4,4,4,4,4,6,6,4,6,4,4,6,4,6,4,6,6,4,4,6,6,6,6,6,4,6,M,6,0,0,0,0,0,0
0,0,0,0,3,3,0,3,0,3,3,0,0,0,5,3,T5,5,4,T2,5,4,T2,4,4,4,4,T4,4,4,4,4,6,4,6,4,4,4,4,6,4,6,6,4,4,6,6,T,6,T2,6,6,6,6,0,0,0,0,0,0
0,0,0,0,3,3,3,3,0,3,3,3,0,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,T2,4,6,4,6,4,6,6,6,4,6,6,0,0,0,0,0,0,0,0
0,0,0,0,3,0,3,3,0,T2,0,0,3,3,3,4,4,4,4,4,4,4,4,4,T2,4,4,4,T2,4,3,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,0,0,M,0,0,0,0,0
0,0,0,0,3,0,3,3,0,0,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,0,2,2,1,0,0,0,0,0
0,0,0,0,M,3,0,3,0,0,3,3,3,3,4,4,Z3,4,4,4,4,4,4,4,T2,3,4,4,4,4,4,4,4,g,6,4,4,4,4,B,6,6,T4,4,6,6,6,6,6,6,0,0,2,0,1,0,0,0,0,0
0,0,0,0,3,3,0,3,0,3,3,3,4,4,3,4,3,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,6,4,4,6,4,4,T2,6,6,4,4,4,6,6,6,6,6,6,0,T2,2,0,1,0,0,0,0,0
0,0,0,0,3,3,0,0,3,3,3,4,T2,3,4,4,3,4,4,4,3,3,4,3,4,3,4,4,M,4,4,4,4,6,4,4,6,6,0,6,0,6,6,6,6,6,6,6,0,0,2,2,0,0,1,0,0,0,0,0
0,0,0,0,3,3,0,0,3,3,3,4,3,4,4,4,4,4,4,g,4,4,4,3,3,3,4,4,4,4,4,T2,4,4,6,6,0,0,3,0,3,0,0,6,6,6,6,6,0,M,2,2,0,1,P3,0,0,0,0,0
0,0,0,0,P1,3,0,3,3,3,4,4,3,4,3,T2,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,0,0,3,3,0,M,0,3,T2,0,6,6,0,0,2,2,T,2,0,1,0,0,0,0,0,0
0,0,0,0,0,0,3,3,4,4,4,4,4,4,3,3,4,4,4,3,4,3,4,3,3,3,4,4,4,4,3,3,0,0,3,T3,0,0,3,0,T,0,3,0,0,T,0,T2,2,2,2,2,0,1,0,0,0,0,0,0
0,0,0,0,0,P1,3,T,3,3,T2,4,4,3,4,4,3,4,4,3,4,3,4,3,3,4,3,3,4,B3,3,3,0,3,0,0,M,3,0,3,3,0,0,P4,0,0,2,2,2,2,T2,0,1,1,0,0,0,0,0,0
0,0,0,0,3,3,3,3,3,3,3,3,4,3,4,3,M,3,4,3,T2,3,3,3,3,3,4,4,3,3,0,M,0,3,0,3,0,0,3,0,0,3,P2,0,M,2,2,2,M,2,0,0,1,M,0,0,0,0,0,0
0,0,0,0,T2,0,3,3,3,3,3,3,4,3,4,3,3,3,4,3,4,3,3,T3,3,4,3,3,3,3,3,0,0,T2,0,3,0,3,g,3,3,0,0,0,2,2,2,2,2,2,0,1,1,0,0,0,0,0,0,0
0,0,0,0,3,0,3,3,3,g,3,3,3,3,3,3,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,T2,0,3,0,3,0,3,3,3,3,T2,2,2,2,2,2,2,2,2,0,T2,0,0,0,0,0,0,0,0
0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,4,T2,3,3,T2,3,3,4,3,3,4,4,4,4,3,3,0,3,3,T2,3,3,3,3,2,2,2,2,2,T2,2,2,T2,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,3,3,3,3,3,3,3,M,3,3,4,3,3,4,4,4,4,3,3,3,4,3,3,3,3,3,3,M,3,3,3,3,3,2,M,2,2,T2,2,2,0,2,2,2,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3,3,T2,3,3,3,3,3,4,3,4,3,3,3,4,3,3,4,4,3,M,3,3,T2,3,3,3,3,3,Z2,2,2,2,T2,2,2,2,M,0,T2,0,M,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,4,3,4,3,M,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
